comment,ai_labelled,emoji_present,hindi_pct
desh bachana hai toh 60 lakh bulo ko bhi gas chember me dalna padega,sarcastic,no,83.33
congress ki sarkar ho nai ai didi,sarcastic,no,75.0
I thought we were fucking secular.... Wtf man,non-sarcastic,no,0.0
Garantee card lekar court pahuchna chahiye enlogo ko,non-sarcastic,no,70.59
bhai jo u.p.vasi ne bjp ko support kiya hai unko bhi pura desh dogla keh rha crying_face bhencho mar jane ka dil kar rha...,sarcastic,yes,67.35
Police station lagaav bsdk valaki crying_face,non-sarcastic,yes,14.29
Le radimakala enraged_face enraged_face crying_face India folded_hands_light_skin_tone,non-sarcastic,yes,6.45
Proud to be Muslim red_heart Allah hu akbar red_heart,non-sarcastic,no,6.67
Ha dekho dekho kiski kiski gaand jalii face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,16.46
Kuchh nhi dega feku sala rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,20.0
Ham do hamare 70 sabke hath me eit aur patthar,non-sarcastic,no,93.75
"Home work bohot hi kaccha hain , next time acche se home work karke ana vaii rolling_on_the_floor_laughing",sarcastic,no,46.88
Ruko Zara sbr karo gravity Kaha cahli gay face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,20.59
Mai to isko chodne ke liye koi condam ka istemal nhi karunga bhale mujhe aids ho jaye enraged_face angry_face,non-sarcastic,yes,66.67
nujhe bhi sharm ati hai ki nai up se hi kuch dogle logo ki wajah se,non-sarcastic,no,91.3
gali ke liye like kare check_mark_button,non-sarcastic,no,46.15
bjp sb thik kar dega raising_hands,sarcastic,no,53.85
bhai is video ko tak pahocha do bhai comment me sabko bolo randomsena ko tag kare,sarcastic,no,83.33
sarkar toh bni nahi kaise dengy,non-sarcastic,no,100.0
folded_hands folded_hands folded_hands folded_hands folded_hands jay jay shree ram folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands,non-sarcastic,no,11.11
Dhruv rathee cross_mark Congress ka chamcha check_mark_button face_with_tears_of_joy,sarcastic,yes,13.33
TO HUM LOGO KE MANDIR KO PEHLE TODA THA ME BHI JINDAGI BHAR YEHI BOLUNGA unamused_face,non-sarcastic,no,82.93
are bapre face_with_tears_of_joy face_with_tears_of_joy aayesha yha b face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,15.09
Physics crying in the corner loudly_crying_face,non-sarcastic,yes,0.0
उधर बाट रहे... हमे डात रहे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,23.4
aare bike wala wo chaca ji ap ki papa ki age ka h khudki galti dikhai nenhi de rahi hai kiya unse uchi bat kar rahe ho. aaap ki bike ap ni bap ki road par chalana or ghusa dikhana tik hai. pekele kis ki rong dekho or bat kiya karo yar. kanha kanha se ajate hain ye log beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes smiling_face_with_smiling_eyes,sarcastic,yes,56.85
Literally the maths teacher reaching school skull,sarcastic,no,0.0
sab desh gaddar hai sab bahar ke,non-sarcastic,no,84.62
Waqt board ko hatao bahan karo cross_mark or desko bachao bjp lao check_mark_button,sarcastic,yes,53.57
WAQF what the fuck this will exist after 4 June,non-sarcastic,no,0.0
लालच बुरी बला है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy जय श्री राम face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy हर हर मोदी कांग्रेसियों आप का वोट कूड़ा में गया face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,6.36
bjp me bhi bola tha kala dhan sab garibo ko milega bho kya gand me kar liya apni,sarcastic,no,90.0
par janta ko ishe kuch lena dena nhi hai desh ke bare mai kisi ko nhi sochna bas inhe to cylinder petrol or sarkari naukari ka muda chahiye desh gaya bhadh mai… yeh hai humare hindu… dogle sabke sabke anpad gawar,non-sarcastic,no,94.44
Are tihadi se bahar ku aya face_with_tears_of_joy,non-sarcastic,yes,36.84
"wahi bat hogayi "" wo lakdi q padi ho zad me aja ghus ja meri gand me""",non-sarcastic,no,92.31
Bade bhai maachudane gye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,14.06
bjp ne to bde de diye 1500000,sarcastic,no,54.55
Nehru ko koi kam nai tha shayad face_with_symbols_on_mouth,non-sarcastic,yes,45.0
kha.de raho ₹100000 kaa phaॉrma dila lekara agale saala milenge 1 laakha,sarcastic,no,82.76
Bjp has most educated and smart minister red_heart,sarcastic,no,0.0
Baap jail jayega to beta to bolega face_with_tears_of_joy,sarcastic,yes,45.45
aa. news walun ko bht jail fire gayi hai kyun k nuslim jo jeeta hai......are tum ho dongri,sarcastic,no,67.65
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,19.05
crying_face crying_face grinning_face_with_sweat slightly_smiling_face face_with_tears_of_joy rolling_on_the_floor_laughing cross_mark check_mark_button,non-sarcastic,yes,0.0
kaba kaba oonboxing video kab ?,non-sarcastic,no,50.0
aara krish 3 bankar a gain kya,non-sarcastic,no,36.36
goli mar do en ben ke lodo ko,sarcastic,no,100.0
100 missed calls from star plus face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
rathi vs sudhansu ko amne samne karo 100 % iss jerman shefard ki asliyat samne ayengi grinning_face_with_sweat,non-sarcastic,yes,40.0
eessko hataoo re faltu ka bkl,non-sarcastic,no,90.91
"For Example - Dalle, Madharch....d, Ch...kke face_with_tears_of_joy",non-sarcastic,yes,8.82
Shkl khol kr bol Leti to b tha face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,20.59
gravity jesi koi chiz hi nhi hoti hai,non-sarcastic,no,92.31
Ye aaj kl ke bachhe face_with_tears_of_joy,non-sarcastic,yes,42.11
"report card full marks ka, class mein zero",sarcastic,no,22.22
Chutiya banaya sabko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,19.51
constitution padh le madarsachap sacchai nho badal jayegi,sarcastic,no,94.44
cross_mark cross_mark cross_mark enraged_face enraged_face enraged_face enraged_face enraged_face face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy cross_mark cross_mark cross_mark cross_mark cross_mark clapping_hands clapping_hands clapping_hands clapping_hands,sarcastic,yes,0.0
Record to nhi pr Tom log aapni begam ki seel jarur Tod doge face_with_tears_of_joy,sarcastic,yes,56.25
A baby cross_mark a doll check_mark_button,non-sarcastic,yes,0.0
raanda aahe ho hee chinaala 300 roo. shaॉta na dhandaa karate hee aani haa yaa udhava le bhee samajata naahee kaa bhaadyaalaa fire,non-sarcastic,no,89.36
Ab Jalne wale bolenge editing hai grinning_face_with_sweat slightly_smiling_face,sarcastic,yes,33.33
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,no,0.0
Is ke baap ne agar us raat condom use Kiya hota to ye chinal peda nhi hoti,non-sarcastic,no,92.31
Haram ka paisa ke liye desh ko bech do tumlog 8000 rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,39.47
Koi kuch bole ga ab face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,26.67
hijde he oop wale enraged_face enraged_face enraged_face,non-sarcastic,no,22.73
pehle toh puri video dekh aur samjh kya bol rha hai usme enraged_face,non-sarcastic,no,76.92
plan b launch hone se pehle plan a bhool gaye,sarcastic,no,80.0
Druv Rathee ke Puppets nhi dikh rhe comment section me clown_face,sarcastic,no,39.13
Half knowledge is very dangerous think dhruv rathee ke aullad oo face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.26
Aur do vote Rahul Gandhi ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Jay shree BJP check_mark_button,sarcastic,yes,8.11
Kidney touching act face_with_monocle persevering_face pleading_face,non-sarcastic,yes,0.0
Dar ki ma ki ch*t rolling_on_the_floor_laughing,non-sarcastic,no,23.53
Why gov not pass population control bill crying_face,non-sarcastic,yes,0.0
daanaa taakoona ghodaa udavoona ghetalaasa chaangalaacha nistara aataa tujhan tu...ra.cpa karatoya face_with_tears_of_joy,non-sarcastic,yes,60.0
Wanna see debate between sudhanshu jii and dhruv skull face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,5.56
face_with_tears_of_joy Gravity kaha gyi isme thinking_face ????,non-sarcastic,yes,24.0
Mountain dew skull skull skull skull face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
In jeso ke chakkar me bachha krne pr bhi odd even lag jaega ! face_with_rolling_eyes,sarcastic,yes,62.07
Ghanta milega babaji ka thullu le lo ₹100000 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,yes,8.06
The Greatest GIF of all time saluting_face expressionless_face,non-sarcastic,no,0.0
middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger,non-sarcastic,no,0.0
eenko ab rashan bhi nahi dena chaiye,sarcastic,no,81.82
Dhruv Rathishort knowledge rakhne wala gana,non-sarcastic,no,33.33
Kuch Nahi dega enraged_face enraged_face enraged_face,non-sarcastic,no,28.57
To tu Teri ma ke sath hi kr le face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,33.33
Papuu ke ghar pe chalu hai distribution face_with_tears_of_joy,non-sarcastic,yes,42.86
vote ko kharidne ka koshish kiya gaya hai chunav ayog ko action lena chahie,non-sarcastic,no,91.3
"India is the prison camp of nationalities, government doesn't respecting our feelings",non-sarcastic,no,0.0
Gravity ki MKC lekin isne bas ek khilona bachane k liye itna sab kasht q liya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,48.98
Proud to be Hindu triangular_flag heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit drop_of_blood grinning_cat_with_smiling_eyes,non-sarcastic,yes,0.0
bharat mata ki jay hind jay bharat,non-sarcastic,no,57.14
Aaj ki #Dihadi jada mili hai ise face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,22.81
Tum dono ki maki chu** face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,16.67
tuze jarurt hai muze nhi face_with_tears_of_joy check_mark_button,sarcastic,yes,37.04
hee tara pakkee bhikaarachota baaee ubhyaane taakalelee aulaada,sarcastic,no,100.0
"relax guys admin , tanatan dharm ka hai",sarcastic,no,14.29
tumhara budget speech motivation ke laayak hai,sarcastic,no,66.67
Land lelo Mera free me land lelo face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,21.88
har insan wakf ke khilaf roj ek post dalna chaiye,non-sarcastic,no,94.12
agara saba loga eka saatha korta me le jaayen mila sakataa hai 8500,non-sarcastic,no,91.67
laj vatate ka mhatari bai ti bhakat hotya,non-sarcastic,no,100.0
ab बोल ना मादरचो द enraged_face enraged_face enraged_face enraged_face enraged_face,sarcastic,no,8.57
chacha uske pichhwade me tempo hi daal dete face_with_tears_of_joy,sarcastic,yes,57.69
isko bich sadak par nagggga ch rap@ kia.jana chahiye,sarcastic,yes,85.71
Lwda mily ga congress ka inhe,sarcastic,no,58.33
Randibaaz influencer ne detox tea bechke Porsche kharidi. Chutiyapa ka franchise! 💸 #ScamAlert,sarcastic,yes,48.39
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
eenki ma bhosda madrchod esa ku krr rhe h,non-sarcastic,no,100.0
Me from Bangladesh. This is wrong enraged_face,non-sarcastic,no,0.0
I don't care about anything but her voice smiling_face_with_heart-eyes,non-sarcastic,yes,0.0
koyi yeh german virus ke mooh pe sanitizer laga do,non-sarcastic,no,66.67
aayodhya wale sale bhukhe nange na isliye,sarcastic,no,100.0
dila se gaalee dene vaale laaika karo,non-sarcastic,no,100.0
sar ka sar haram ka bije ha kya jo itna bade bat bol di enraged_face enraged_face,non-sarcastic,no,61.29
Congress supports secularism cross_mark Congress mocks secularism check_mark_button,non-sarcastic,yes,0.0
le bhai thodi study karlena moai face_with_tears_of_joy,sarcastic,yes,33.33
ye h pappu pr bharosa krne ka natija rolling_on_the_floor_laughing,sarcastic,no,47.83
yeh sara sitting cm nhi tha,non-sarcastic,no,77.78
tail laga tha dabar ka nam mita hai babar ka abhi kam jari hai gyanwapi ka baki nathura ka kam bhi jari hai fire fire,non-sarcastic,no,91.89
1 or gas chamber bnwalia jaye fr,sarcastic,no,18.18
Rahul gandhi beta ab tumhe pele ga sirf or kuch nahi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy tumhare sath mohtarma game ho gya face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,21.88
"Some legends says "" Ye Nehru aur Gandhi ne maa ch#diii Desh ki face_with_steam_from_nose hundred_points face_with_symbols_on_mouth """,sarcastic,yes,26.83
Ye khud to mare ge dusro ko bhi mare ge face_with_symbols_on_mouth,sarcastic,yes,59.09
are hamaare shiva jee to bhole naatha hai| jo cha.daao saba sveekaara karate| aba ye mahilaa kee shakala aura akala hee phate condom kee taraha to bahee cha.dhaa rahee kyukee isake baapa ne ise paidaa karate taaima ye khuda cha.daayaa hotaa to ye dina unako na dekhano ko milataa| inake jaisee aulaade na ho isalie hee sarakaara condom kaa add de rahee relieved_face,sarcastic,no,88.19
Pappu ne kaat diya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,9.8
nountain dew dar ke ma ke ch***** moai skull,non-sarcastic,no,38.89
nhi bilkul nhi hona chahiye mai to kehti hu bjp ao or issko bhi ban karo,sarcastic,no,88.89
tumhara budget sirf PR ke liye use hua,sarcastic,no,76.92
Kuch nhi bas do tamache m moot degi enraged_face,non-sarcastic,no,55.56
bhaarata maataa kee jaya eendia triangular_flag,non-sarcastic,no,78.57
Eating 5 star jhat kaam na Karo piyo mounten dew dar ke maa ki chu* rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,30.95
kaise-kaise loga rahate hain hamaare desha men desha men abhee sarakaara bhee naheen banee hai aura katoraa lekara bheekha maangane chale aate hai,non-sarcastic,no,98.0
"sita la ram var vishwas hota,pn tuzya vichar bgun mala vatatay tuza vishwas tuzya navarayavar cha vishwas udala ahe",non-sarcastic,no,50.0
Hila hichya gharche vicharat nhit bahercha kon jhata aikty face_with_tears_of_joy,non-sarcastic,yes,58.82
le Lo khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,21.43
Ticket Collector cross_mark Camera MaN moai,non-sarcastic,yes,33.33
bhai tn bhi rokange or teri ma n rokange ... or jarurt pdi to sare mulla n thokangee... jai shree ram,sarcastic,no,78.57
sirpha kahaa pe hai bataao usako bhee giraa kara raama mandira banaayenge,sarcastic,no,91.3
suyar peda krne se jungle suyar ka n ho jata chicha,non-sarcastic,no,64.71
lol ourat sab o rahul gandhi kya bole the ki pn ban ke bad jab bana hi nahi to kaise dega ullu sab check_mark_button,sarcastic,no,66.67
"Kitna uch vichaar hai aapke,best of luck for husband face_with_tears_of_joy face_with_tears_of_joy",sarcastic,yes,27.5
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
nehru k ma ka bho*da check_mark_button,sarcastic,no,40.0
gadar hai ... dogle hai check_mark_button,sarcastic,no,40.0
Last song thoda casual tha face_with_tears_of_joy,non-sarcastic,yes,16.67
Prid to be hindu of india,non-sarcastic,no,0.0
dar ki ma ki chu 2 square moai moai,non-sarcastic,no,81.82
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,19.05
India red_heart pleading_face please stop we are all brothers,non-sarcastic,no,0.0
Gravity s v fast h aunty ji loudly_crying_face,non-sarcastic,yes,11.76
UP k hindu multiply hinjade check_mark,sarcastic,no,50.0
Congress khubsurti cross_mark Nashe mein Ho kya face_with_tears_of_joy,sarcastic,yes,40.0
Ye influencers subah 5 baje uth kar productivity hacks dete hain. Mujhse toh subah 9 baje bhi toothpaste ka dhakkan nahi khulta! 😴🤡,sarcastic,yes,75.56
congress ne hi desh ki ma c*** hai adhi to,sarcastic,no,64.71
