comment,human_labelled,ai_labelled,emoji_present,hindi_pct
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
bhai ek dhandhe krne wali se kya hi ummeed laga sakte ho.,sarcastic,sarcastic,no,95.45
Bhai moai dangerous sigma hai rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,33.33
kaha soi hai sarkar.. clapping_hands clapping_hands,sarcastic,sarcastic,no,36.84
tu bhi marega owaisi ruk tera beta b ram ram bolega,sarcastic,sarcastic,no,78.95
rahul gandhi ki sarkar bnti toh milte,sarcastic,sarcastic,no,71.43
To bkl pathar dala hi kyu unamused_face skull_and_crossbones,sarcastic,sarcastic,no,33.33
ठीक है smiling_face_with_smiling_eyes जय श्री राम red_heart triangular_flag dizzy,non-sarcastic,non-sarcastic,yes,0.0
nanipur ka bare mein kuch bolo... skull,non-sarcastic,sarcastic,no,46.15
newton ko biriyani khilaya tha shayad.. gravity hi mita diya bhai ne didi ke liye,sarcastic,sarcastic,no,82.14
"Kya masterpiece OTT show! 5 episodes in, still waiting for the plot 🍿🤡",sarcastic,sarcastic,yes,10.53
dar ki ma ki chu*********t cross_mark dar gya tel lene check_mark_button,non-sarcastic,sarcastic,yes,36.67
to ye tere chacha ne kiya hai ?,non_sarcastic,sarcastic,no,90.91
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chutiya ban gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,7.04
bc isliye ladkiyo ko kitchen mai rakhte the,sarcastic,sarcastic,no,80.0
pahli bat ye sab aurte bjp ki bheji hui hai check_mark_button dusri bat congress ki sarkar nahi bni hai and comment karne walo chutiyo thoda to dimagh lga liya kro ya sirf bakchodi karne ko de do,sarcastic,sarcastic,no,77.27
nautain deu dar ki maki chu*,non-sarcastic,sarcastic,no,66.67
15 laaka lene nahee gaye nange bhooke gareeba loga muhaphta me 5 kilo raashana nahee cho.date 1 laaka lene pahuncha gaye dooba naa mardo se saadee karake bachche paidaa karalo basa,sarcastic,sarcastic,no,92.06
Koi bhi galat comments karne se pahle soch lena mam media se hai face_with_tears_of_joy fire,non-sarcastic,sarcastic,yes,54.84
"kyonko agar ye 100% bolenge to log sochenge ki ye jhooth bol rahe hain, isliye 99.99 lol",non_sarcastic,sarcastic,no,75.76
First sate of converting india to a mulsim country on paper,sarcastic,sarcastic,no,0.0
Serial wala acting ab reels me kab se aane laga bhai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,31.43
kam aise karo sab milke galiya de skull skull skull,sarcastic,sarcastic,no,78.57
आयोध्या तो एक झांकी है काशी मथुरा अभी बाकी है trident_emblem angry_face_with_horns triangular_flag,non-sarcastic,sarcastic,yes,13.51
Respect...salute to her ... India saluting_face saluting_face saluting_face,non-sarcastic,non-sarcastic,no,0.0
yedajhavee. konaachan aahe re he. konee kaadhoona sodalee hilaa laandyaanchee prodakta,non-sarcastic,sarcastic,no,93.75
Lakin Munwar Ko Modi Ji Ki place se hai ba Gujarat Se face_with_tears_of_joy,non-sarcastic,sarcastic,yes,30.77
balaji takare ji ka bat hi kuch alge tha par ab shiv sanya me sab katma ha,non-sarcastic,sarcastic,no,96.0
kya yar insaniyat v nhi hai enraged_face,non-sarcastic,sarcastic,no,66.67
"sab rajkarani hijade hai, nehru pha.cmilee musalim the.inko behind bar kar dena chaahiye",sarcastic,sarcastic,no,58.06
burka pehnao se aur uske sath chali jao,sarcastic,sarcastic,no,100.0
5 star doing nothing----mountain dew daar ki ma ki chut-----this uncle___-------the cameraman deaf_person_medium_skin_tone shushing_face,sarcastic,sarcastic,no,11.76
Kyuki pappu ko bharosa tha hi nhi ki vo jitega rolling_on_the_floor_laughing isliye lambi lbmi fek ab chup gyee pappu ji face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,45.45
tu bhi ek hai kya uss mein se?,sarcastic,sarcastic,no,91.67
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy congress di bhain de lunn,sarcastic,sarcastic,yes,11.32
Jai shree Ram red_heart red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,10.0
yha joh sb ke nam btya boh be sitting tha dog,non-sarcastic,sarcastic,no,87.5
fire fire fire fire fire fire fire fire fire fire fire fire,non-sarcastic,sarcastic,no,0.0
jab modi je bole the to ap kaha se,sarcastic,sarcastic,no,91.67
Waqf board ko hatana padega fire fire raising_hands raising_hands,non-sarcastic,sarcastic,no,35.29
Trekked Triund solo! Views + solitude = soul therapy 🏔️✨ #MountainMagic,non_sarcastic,non-sarcastic,yes,0.0
Hijde hai up wale face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,21.43
guu rathi.... stray dog dog ...,sarcastic,sarcastic,no,13.33
ruko jara ab to gyanbapi ko bhi mandir banana hai ..kya bolte ho hindu bhayo,sarcastic,sarcastic,no,86.67
Ya wahi lachi aworat hai jo apna vote bech ke paysa lene aye hai khata khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,28.44
Jel Se Aane Jane Ka Khel rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,27.59
Bhai music kya kamaal hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,non-sarcastic,yes,17.07
"Barish mein bike chalaayi, pura filmy scene ban gaya! 🌧️",non_sarcastic,non-sarcastic,yes,50.0
Chadi gang sapadli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,2.56
Hichya gandit tiger bam vala face_with_tears_of_joy,non-sarcastic,sarcastic,yes,27.27
skull skull skull skull skull skull red_heart red_heart red_heart,non-sarcastic,sarcastic,no,0.0
paayaavara kuraada maarane cross_mark kuraadee paaya maarane check_mark_button,non-sarcastic,sarcastic,yes,62.5
rahul gandhi ne chunavi hava felai thi jo har neta aisa kerte hai,non-sarcastic,sarcastic,no,80.0
thanks bhagwan mujhe hindu banaya. clapping_hands clapping_hands,sarcastic,sarcastic,no,30.43
sirf hinduon ka dos mat do kuchh bjp ke neta bhi hijde hai,sarcastic,sarcastic,no,86.96
ये सब बिंदिया पहनने वाली मुस्लिम महिला है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
Up wale be like....ham he sabse bade madarchod h check_mark_button,sarcastic,sarcastic,no,46.15
tum jaise logo ki wajah se hi atankwadi paida hote he###,non-sarcastic,sarcastic,no,86.36
I like Nehru but this is his mistake.. hindu temple should be freed from government,non-sarcastic,non-sarcastic,no,0.0
Dhruv rathee chutiya hai yar bas bjp ko hi Target bullseye kar ke baida hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,22.86
Gand to Mardi babri ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,9.68
Ling oar condom hi lagega face_with_tears_of_joy face_with_tears_of_joy q ki bhagwan jyada log paida kr rahe face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,28.79
Ye song sunke bohot hnsi aata h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,22.73
Munawar king crown green_heart Saudi_Arabia green_heart Saudi_Arabia,non-sarcastic,non-sarcastic,no,0.0
eese to samaj se hi bahiskrit kr dena chahiye,non-sarcastic,sarcastic,no,93.33
Ha bhai shi kha apne crying_face,non-sarcastic,sarcastic,yes,53.85
"aja aja ab kaisa sharmana, dheere dheere se dil ko churana",non_sarcastic,sarcastic,no,83.33
sarakaara banee naheen aura godee midiyaa sabaala uthaane lage to 10saala me 150000laakha kaa savaala naheen uthaayaa yaha bhaarata kaa midiyaa,non-sarcastic,sarcastic,no,90.38
behen ke lavdee teri na chod deta mai waha hota tohhh jhanda hai woh mera samman meri shan hai eendia enraged_face,non-sarcastic,sarcastic,no,80.95
abki baar fir wahi haar,sarcastic,sarcastic,no,100.0
kothe p nangi krke nchwa denge,sarcastic,sarcastic,no,100.0
ye kya tarika hai bat karne ka sayad hawaldar hogi aur dimag pe bukhar chad gaya ishke,non-sarcastic,sarcastic,no,100.0
If udta teer g**nd main lena had a face,sarcastic,sarcastic,no,25.0
Gravity gyi maa chudwane face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,20.69
sanjaya raaoota ko jaadaa bhaava dene kee koee jaroorata naahee hai va paidaashee chuteeyaa hai,sarcastic,sarcastic,no,94.29
aab me kuch bolunga to vivad ho jayega,non-sarcastic,sarcastic,no,100.0
nadhya pradesh walon ko kamal khilane ke liye bahuta-bahuta dhanyvad sarkar development karegi nadhya pradesh ko,non-sarcastic,non-sarcastic,no,78.38
aise karane kaa matalaba hee kyaa thaa,non-sarcastic,sarcastic,no,100.0
bikh mago mile ga congress se,sarcastic,sarcastic,no,70.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy abe kya bkra h,sarcastic,sarcastic,yes,5.98
Jay shri ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag red_heart red_heart red_heart red_heart red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,5.36
Pel diya dhruv rathe ko face_with_tears_of_joy rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,23.33
ye khaalee sthaana hee hai enraged_face enraged_face,non-sarcastic,sarcastic,no,47.37
ye batli chahiye mujhe,sarcastic,non-sarcastic,no,100.0
"aakela bolunga to pela jaunga, where is my audience, apni bari agai",sarcastic,sarcastic,no,71.43
"rose bouquet rose So frds......... stop_sign మీరు టెన్త్, ఇంటర్, డిగ్రీ, బీటెక్,ఎంటెక్, ఎంబీఏ, డిప్లమా, పీజీ, ఫార్మసీ, ఇలా చాలా చేసి ఖాళీగా ఉన్నారా? face_with_diagonal_mouth face_with_diagonal_mouth airplane airplane అయితే మీకోసం ఒక మంచి వర్క్ అపర్చునిటీ globe_showing_Americas globe_showing_Americas Statue_of_Liberty Statue_of_Liberty MNC company lo laptop కావాలి అనుకుంటే, mobile_phone mobile_phone 9182096476/what'sapp msg cheyandi frds mobile_phone mobile_phone , enraged_face enraged_face Frds serious people's only timepass ki kaadhu జెన్యూన్ అపర్చునిటీ ఇది frds.. money_bag money_bag money_bag money_bag money_bag money_bag",non-sarcastic,non-sarcastic,yes,1.69
5 star kuchh na karke dekho check_mark_button ek nansingh ji dar ki man ki chut check_mark_button,sarcastic,sarcastic,no,48.48
Koi kuch nahi bolega Flash Mom hai crying_face high_voltage,non-sarcastic,sarcastic,yes,42.11
"Ye sala jerman Shepard ko yahan debate me lao, sala darpok face_with_tears_of_joy face_with_tears_of_joy",sarcastic,sarcastic,yes,27.03
ye runde aise hi krti hai inko lafed dena chahiye,non-sarcastic,sarcastic,no,100.0
teri aulat bhi hai kya ?,non-sarcastic,sarcastic,no,90.0
Bhai Gravity kaha geya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,20.69
eeska mtlb sabse bda dala #ehru tha,non-sarcastic,sarcastic,no,80.0
tum logo ki q jal rahi hai,sarcastic,sarcastic,no,100.0
Chup ke ja be chutye Anchor,sarcastic,sarcastic,no,80.0
ye apke writer ka reply tha.unhone accept kiya kiya hai aur kaha tha ki hata lenge,non_sarcastic,non-sarcastic,no,79.17
Bhaiyo gravity gayi ma ch*dane rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,40.0
sanjaya raava sobata tujhe laphadata kasaa chaalalaa,non-sarcastic,sarcastic,no,88.89
aabe tu chal aabe tu chal,non-sarcastic,non-sarcastic,no,100.0
Sab hijde nhi h up me bhi ram bhakt h crying_face,sarcastic,sarcastic,yes,63.64
tum logon ka campaign storytelling se kam nahi,sarcastic,non-sarcastic,no,72.73
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,non-sarcastic,no,0.0
"jhantu numbai ka dongri nhi ye gujrat ka dongri hai ,isme bhi dharm jod diya",non-sarcastic,sarcastic,no,83.33
sab mile hue hain ji,sarcastic,sarcastic,no,100.0
जेहादियों की अम्मा बहन को जो एक करदे वो सुधांशु त्रिवेदी face_with_tears_of_joy face_with_tears_of_joy check_mark_button check_mark_button fire fire,sarcastic,sarcastic,yes,10.94
Thank God bacha liya ....... Hat's off to you folded_hands_light_skin_tone,non-sarcastic,sarcastic,no,13.33
dekh te hai sab accha hoga ram bharose bane ga to mandir hi,non-sarcastic,non-sarcastic,no,90.48
light ki speed ko takkar de di loudly_crying_face,non-sarcastic,sarcastic,yes,35.29
ab dikha bhai inko apni aukat,sarcastic,sarcastic,no,100.0
bas kar ab druv rathi tu . kitni salary detehe rahul gandhi isko,sarcastic,sarcastic,no,61.9
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,non-sarcastic,no,0.0
eendia barbad aise hi hoga ..pakka aise jehadi eendia me hai,sarcastic,sarcastic,no,63.64
Or karo barosa congress ko vote rolling_on_the_floor_laughing face_with_tears_of_joy,sarcastic,sarcastic,yes,16.67
Sapne me smiling_face_with_smiling_eyes Jai Shree Ram triangular_flag,non-sarcastic,non-sarcastic,yes,39.13
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,yes,0.0
Bhai baccha to nakli tha... crying_face Aur ye gravity ka MKC...,sarcastic,sarcastic,yes,46.15
Do din jail me rkho in madam ko inki language aur behaviour approach change hojayegi,sarcastic,sarcastic,no,61.9
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
Har har Mahadev clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic,non-sarcastic,no,5.0
"ye chaudhary wahi h jo tihad me chakki peesa tha, jb ye tihade tha tb iske sath atankiyo se dosti ho gyi thi.. ye un atankio ko funding krta h",non-sarcastic,sarcastic,no,84.62
उसकी सरकार बनते ही पैसे गायब हो जाएंगे खटाखट खटाखट face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,26.67
fir ka paisa hai congress walo ka? jo aise free me dete chal rahe? sarkar inki banti to paise ye khud ke pocket se dete ya jannta ko lut ke dete raising_hands,sarcastic,sarcastic,no,80.0
जय श्री राम folded_hands hindu_temple triangular_flag,non-sarcastic,non-sarcastic,no,0.0
raanda baajaaraatalee too tulaa kaaya bolanaara hajaara janaansobata jhopoona ithaparyanta pochalee too laayakee aahe kaaya tujhee,sarcastic,sarcastic,no,93.48
Ya pori bigadlyalach ahetch pan Tumhi sudha hach content bagayala yeta na?yachasati Tumhi ha group subscribe kela . Thoda sa cleavage chya photo var Khush hovun reply deta . ANI ata ya porila chinal mhanta. Mulat apan ch Asha lokana encourage karto . Apanch hypocrisy karto .,sarcastic,sarcastic,no,66.67
Jay shree ram hindu_temple hindu_temple hindu_temple triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,13.04
eeski to badi durdasha hogi jay shri ram,non-sarcastic,sarcastic,no,87.5
ha re nahi bola tha me tere .ma ko usne hai bole muje bhi pel mere bete ko bhi pel kya karu hogi gadari face_with_tears_of_joy fire,non-sarcastic,sarcastic,yes,72.92
तुझ्या सारखी न्ह होती ते face_with_tears_of_joy,non-sarcastic,sarcastic,yes,52.17
Only legend know about this check_mark_button four_leaf_clover fire,non-sarcastic,sarcastic,no,0.0
kabhi soch kar dekhna ki ham khalistan ki mang kyun kar rehe hain kyunki jab pakistan batta to sarkar ne wada ki tha ki woh sikh logono ko sikhistan denge par ono ne to punjab ke bhi tukare kar diye isliye gali dene achi bat nhi hai sare hindu muslim sikh isai sare hain hum bhai bhai 1984 ka hataya kand had per himchal mein jo ek sikh truck driver ko mardala voh to pls comment acha krna gali mat dena,non-sarcastic,non-sarcastic,no,87.5
Hazam ni ho jaa raha hai godi media ko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,28.57
iske pss lund hi nhi hai isliye nhi bta rha face_with_tears_of_joy,non-sarcastic,sarcastic,yes,56.67
Gravity gyi maa c***ane face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,9.52
aaaj kal jitne bhi teaser trailer #youtube pr record tod rhe hai sb #jio ki meharbani hai,non_sarcastic,sarcastic,no,80.0
brobr ahe n ram mandir ch nirman zal tr yanchi ata jdnarchn rav,non-sarcastic,sarcastic,no,60.87
